run_id,agent_id,update,distraction_sigs,fitness,fun_cnt,fun_used,inst_entropy,sim_thresh
271,111,100000,0,123.54,29,12.24,4.37066,0.190792
271,76,100000,0,119.9,32,9.57,4.7457,0.149634
271,117,100000,0,256.0,32,18.0,5.41476,0.187862
271,176,100000,0,139.7,30,13.69,4.66784,0.255374
271,103,100000,0,61.38,5,4.77,3.54697,0.175274
271,152,100000,0,256.0,32,19.27,5.39438,0.229469
271,216,100000,0,256.0,32,18.0,5.19569,0.331643
271,546,100000,0,256.0,32,24.66,5.2439,0.808598
271,98,100000,0,256.0,32,30.93,5.03614,0.106177
271,225,100000,0,256.0,31,27.47,5.13531,0.313119
271,602,100000,0,78.62,30,8.0,5.21614,0.922107
271,521,100000,0,256.0,32,23.37,4.92808,0.788981
271,43,100000,0,149.41,28,10.89,4.51143,0.0938416
271,200,100000,0,29.12,2,2.0,1,0.334511
271,425,100000,0,256.0,32,27.17,5.40637,0.646458
271,161,100000,0,256.0,32,28.92,5.13009,0.215903
271,639,100000,0,26.59,32,8.04,5.31538,0.960787
271,632,100000,0,23.34,32,8.05,5.31413,0.960787
271,408,100000,0,248.07,32,17.12,5.32857,0.62026
271,616,100000,0,44.59,32,16.88,4.89184,0.936688
271,471,100000,0,145.46,31,9.0,5.2275,0.754294
271,217,100000,0,256.0,32,19.0,4.96594,0.329703
271,578,100000,0,134.22,32,15.92,5.18624,0.864453
271,13,100000,0,87.37,32,11.86,4.69343,0.0355656
271,518,100000,0,256.0,32,23.94,5.27049,0.804713
271,475,100000,0,256.0,32,25.64,5.20846,0.754436
271,418,100000,0,256.0,32,21.55,5.23624,0.650193
271,635,100000,0,23.14,32,8.1,5.29149,0.960787
271,56,100000,0,256.0,32,23.55,5.35733,0.070961
271,245,100000,0,256.0,32,17.19,5.1707,0.390112
271,480,100000,0,256.0,32,21.08,4.97042,0.750751
271,542,100000,0,256.0,32,22.29,5.30835,0.808598
271,235,100000,0,41.93,4,4.0,1.92228,0.372606
271,405,100000,0,124.7,32,10.87,4.87655,0.641609
271,634,100000,0,23.64,32,7.88,5.31667,0.960787
271,383,100000,0,256.0,32,19.77,5.23915,0.604134
271,502,100000,0,113.3,31,7.0,5.21487,0.777751
271,181,100000,0,256.0,32,16.58,5.04186,0.277349
271,352,100000,0,254.81,32,23.67,5.21022,0.531785
271,440,100000,0,126.94,31,11.45,5.20797,0.694934
271,287,100000,0,256.0,31,22.3,5.18778,0.411865
271,338,100000,0,134.74,32,9.43,5.0732,0.529119
271,247,100000,0,256.0,32,16.56,5.202,0.390112
271,508,100000,0,206.11,31,13.0,5.24815,0.794387
271,122,100000,0,256.0,31,23.67,5.01544,0.176655
271,118,100000,0,256.0,32,19.66,5.03614,0.164369
271,526,100000,0,256.0,32,27.52,5.25894,0.772898
271,288,100000,0,256.0,31,24.0,5.21476,0.430023
271,23,100000,0,256.0,32,23.0,5.08322,0.0224306
271,32,100000,0,214.42,32,29.79,5.07906,0.0341096
271,339,100000,0,131.89,32,9.37,5.06385,0.552324
271,90,100000,0,256.0,31,24.62,5.11645,0.138818
271,476,100000,0,256.0,32,16.0,5.32341,0.716597
271,395,100000,0,256.0,32,30.53,5.21991,0.603465
271,261,100000,0,256.0,32,29.86,5.21802,0.399652
271,340,100000,0,136.53,32,10.2,5.05613,0.529119
271,28,100000,0,256.0,32,27.78,5.08322,0.0224306
271,435,100000,0,55.22,21,5.77,4.27135,0.68844
271,558,100000,0,256.0,32,26.82,5.31258,0.8092
271,350,100000,0,256.0,32,19.27,5.16397,0.521231
271,581,100000,0,131.37,32,18.87,5.09123,0.862068
271,71,100000,0,50.98,7,5.48,3.97455,0.117655
271,372,100000,0,137.22,32,10.26,5.05366,0.55583
271,561,100000,0,0.0,31,0.0,5.08571,0.894681
271,454,100000,0,256.0,32,26.88,5.39681,0.675254
271,311,100000,0,256.0,32,16.57,5.34266,0.48845
271,174,100000,0,147.44,31,9.0,4.74558,0.259477
271,374,100000,0,186.08,31,12.35,5.31206,0.588488
271,468,100000,0,97.32,32,6.0,5.30966,0.755963
271,237,100000,0,77.55,25,6.92,4.68657,0.381923
271,38,100000,0,69.92,25,5.76,4.84745,0.054525
271,430,100000,0,22.31,4,1.0,3.02917,0.702393
271,328,100000,0,256.0,32,29.09,5.20397,0.499375
271,25,100000,0,256.0,31,24.98,5.04136,0
271,36,100000,0,46.55,6,3.0,4.44599,0.0900722
271,91,100000,0,256.0,31,25.5,5.09304,0.104612
271,549,100000,0,256.0,32,21.94,5.2863,0.8092
271,567,100000,0,77.79,30,6.0,5.12154,0.858676
271,457,100000,0,256.0,32,26.18,5.35233,0.675254
271,305,100000,0,135.53,29,8.72,4.98038,0.491887
271,49,100000,0,256.0,32,16.0,5.21781,0.0976039
271,555,100000,0,256.0,32,26.37,5.25771,0.810936
271,453,100000,0,256.0,32,25.51,5.40363,0.675254
271,149,100000,0,256.0,31,17.21,5.34697,0.239232
271,347,100000,0,256.0,32,16.53,5.27429,0.519594
271,601,100000,0,63.05,30,7.0,5.20256,0.922107
271,256,100000,0,247.22,31,25.06,5.19955,0.395357
271,464,100000,0,29.5,28,2.0,5.41579,0.750849
271,252,100000,0,256.0,32,20.75,5.26056,0.362821
271,205,100000,0,105.16,32,10.94,5.32881,0.341316
271,343,100000,0,256.0,32,20.24,5.41456,0.533655
271,330,100000,0,0.0,2,0.0,2.80771,0.524102
271,87,100000,0,256.0,32,20.6,5.09745,0.106177
271,535,100000,0,113.01,32,7.0,5.03363,0.821543
271,277,100000,0,256.0,32,16.0,4.90444,0.445032
271,201,100000,0,33.78,3,3.0,0.918648,0.336992
271,336,100000,0,88.85,25,6.6,4.87885,0.517154
271,410,100000,0,256.0,32,16.58,5.31959,0.609237
271,172,100000,0,91.69,25,7.6,4.75551,0.270373
271,401,100000,0,52.51,21,5.0,4.20204,0.642727
271,126,100000,0,256.0,32,27.53,5.03614,0.164369
271,298,100000,0,12.71,3,1.0,3.25198,0.502719
271,527,100000,0,256.0,32,28.45,5.26934,0.772585
271,448,100000,0,256.0,32,18.41,5.33707,0.675254
271,573,100000,0,143.85,31,11.69,5.08088,0.869298
271,135,100000,0,47.99,5,3.0,4.22048,0.205482
271,553,100000,0,256.0,32,27.34,5.23063,0.810936
271,109,100000,0,146.02,29,10.57,4.43606,0.167337
271,404,100000,0,53.33,21,9.38,4.36662,0.648493
271,348,100000,0,256.0,32,18.23,5.38923,0.532159
271,17,100000,0,256.0,32,16.61,4.99978,0.0478199
271,433,100000,0,42.55,21,4.0,4.18389,0.695062
271,188,100000,0,256.0,32,23.66,5.00339,0.277349
271,185,100000,0,256.0,32,19.25,5.36105,0.276764
271,538,100000,0,121.88,31,10.8,5.13614,0.851846
271,163,100000,0,256.0,32,30.96,5.15692,0.222613
271,133,100000,0,15.62,1,1.0,-0,0.216229
271,323,100000,0,256.0,32,25.04,5.24022,0.499375
271,637,100000,0,21.18,32,8.23,5.27265,0.990484
271,539,100000,0,139.36,31,11.0,5.11178,0.850862
271,499,100000,0,64.91,29,4.0,5.47804,0.77589
271,610,100000,0,42.95,32,15.43,4.98441,0.936688
271,166,100000,0,15.97,1,1.0,-0,0.257175
271,392,100000,0,256.0,32,28.0,5.24565,0.57782
271,20,100000,0,256.0,32,20.63,5.01421,0.0435302
271,278,100000,0,256.0,32,17.0,4.6474,0.43588
271,354,100000,0,256.0,32,25.14,5.19759,0.522965
271,7,100000,0,87.85,27,7.63,4.997,0.014495
271,478,100000,0,256.0,32,16.58,5.02739,0.750751
271,442,100000,0,161.54,32,14.38,5.17164,0.700823
271,379,100000,0,256.0,32,16.0,5.30338,0.587011
271,603,100000,0,48.64,31,10.21,4.78087,0.936688
271,59,100000,0,256.0,32,25.1,4.9139,0.09582
271,197,100000,0,256.0,32,30.93,5.11209,0.26608
271,170,100000,0,85.55,24,6.16,4.642,0.256837
271,358,100000,0,256.0,32,28.91,5.34358,0.534843
271,412,100000,0,256.0,32,16.7,5.29152,0.61756
271,500,100000,0,65.03,27,5.0,5.29263,0.799097
271,462,100000,0,0.0,2,0.0,-0,0.74788
271,119,100000,0,256.0,32,19.6,5.07251,0.172542
271,566,100000,0,50.45,30,5.0,5.05959,0.866521
271,82,100000,0,256.0,32,16.56,5.12262,0.130152
271,10,100000,0,83.99,27,9.12,4.99938,0.0100316
271,487,100000,0,256.0,32,23.38,4.9268,0.750751
271,202,100000,0,44.89,4,4.0,1.92228,0.325422
271,628,100000,0,16.38,31,1.0,4.92497,0.969013
271,39,100000,0,73.54,25,5.84,4.88316,0.0539179
271,81,100000,0,256.0,32,17.0,5.14064,0.146896
271,297,100000,0,0.0,2,0.0,2.23628,0.502719
271,128,100000,0,256.0,32,28.46,4.98631,0.16159
271,106,100000,0,100.66,31,7.46,4.64971,0.165518
271,136,100000,0,47.0,6,4.0,4.13437,0.205482
271,243,100000,0,131.05,32,11.63,4.93683,0.398338
271,270,100000,0,72.15,25,7.23,4.78328,0.427778
271,213,100000,0,256.0,32,16.64,4.94584,0.335391
271,255,100000,0,256.0,31,24.0,5.18435,0.403447
271,428,100000,0,256.0,32,30.62,5.22733,0.621755
271,400,100000,0,44.33,20,5.6,4.27588,0.642727
271,241,100000,0,131.69,32,11.15,4.93683,0.398338
271,598,100000,0,49.02,29,4.0,5.20379,0.926997
271,564,100000,0,52.72,32,3.0,4.90562,0.891483
271,600,100000,0,66.78,30,6.0,5.24327,0.924884
271,313,100000,0,256.0,32,17.31,5.22322,0.465366
271,22,100000,0,256.0,32,21.99,5.06188,0.0224306
271,182,100000,0,256.0,31,16.68,5.41556,0.276904
271,219,100000,0,256.0,31,20.22,4.9982,0.326799
271,105,100000,0,79.39,24,6.0,4.57265,0.190223
271,590,100000,0,126.83,32,22.54,4.90663,0.862068
271,421,100000,0,256.0,32,26.54,5.23441,0.621755
271,110,100000,0,144.73,29,10.59,4.43606,0.158107
271,218,100000,0,256.0,32,20.0,5.34548,0.316985
271,327,100000,0,256.0,32,27.58,5.20397,0.499375
271,545,100000,0,256.0,32,17.0,5.24103,0.810936
271,381,100000,0,256.0,32,18.55,5.27817,0.591404
271,3,100000,0,46.59,4,3.79,2,0.0310134
271,451,100000,0,248.82,32,24.22,5.39626,0.675254
271,108,100000,0,145.89,29,10.49,4.38855,0.158107
271,124,100000,0,256.0,31,24.66,5.01544,0.176655
271,257,100000,0,256.0,32,23.45,5.15663,0.356527
271,97,100000,0,256.0,32,30.12,5.03614,0.106177
271,636,100000,0,25.81,32,7.82,5.32499,0.960787
271,332,100000,0,30.38,2,2.0,1,0.541105
271,595,100000,0,15.35,30,1.0,4.78583,0.955683
271,355,100000,0,256.0,32,23.4,5.19759,0.531785
271,51,100000,0,256.0,32,18.09,5.24958,0.0976039
271,609,100000,0,43.74,32,14.33,4.90399,0.936688
271,141,100000,0,143.56,30,10.29,4.70041,0.225625
271,525,100000,0,256.0,32,27.55,5.29592,0.772898
271,194,100000,0,256.0,32,30.01,4.92656,0.300298
271,346,100000,0,256.0,32,16.55,5.31332,0.519594
271,226,100000,0,256.0,31,27.62,5.13531,0.308581
271,54,100000,0,256.0,31,20.64,5.02509,0.0853752
271,284,100000,0,245.95,32,19.97,5.16309,0.442425
271,534,100000,0,97.26,32,6.0,5.28012,0.814655
271,83,100000,0,256.0,32,16.56,5.12262,0.130152
271,351,100000,0,256.0,32,20.14,5.23871,0.546056
271,540,100000,0,135.86,32,12.0,5.28492,0.846904
271,155,100000,0,256.0,32,22.24,5.12248,0.222613
271,250,100000,0,256.0,32,19.0,5.34181,0.35819
271,37,100000,0,47.57,4,3.78,2,0.0559961
271,599,100000,0,67.45,29,5.0,5.2615,0.926997
271,129,100000,0,256.0,32,29.94,5.07251,0.172542
271,316,100000,0,256.0,30,19.0,5.19036,0.482989
271,439,100000,0,133.21,30,10.55,5.16822,0.687706
271,232,100000,0,15.59,1,1.0,-0,0.402996
271,45,100000,0,146.34,28,12.41,4.56593,0.0938416
271,138,100000,0,86.47,24,6.89,4.72051,0.244359
271,398,100000,0,28.68,2,2.0,3.18119,0.618171
271,92,100000,0,256.0,31,25.53,5.09304,0.104612
271,344,100000,0,256.0,32,16.6,5.27429,0.519594
271,301,100000,0,49.03,4,4.0,1.5,0.481359
271,568,100000,0,93.71,30,7.0,5.12939,0.858676
271,279,100000,0,244.05,32,17.94,5.06605,0.443519
271,627,100000,0,0.0,32,0.0,4.92777,0.962216
271,227,100000,0,256.0,31,28.08,5.13531,0.308581
271,57,100000,0,256.0,32,23.24,4.9139,0.09582
271,409,100000,0,256.0,32,16.0,5.18514,0.615223
271,94,100000,0,256.0,32,28.52,5.03614,0.106177
271,116,100000,0,256.0,31,17.0,4.94986,0.171538
271,511,100000,0,256.0,32,16.59,4.999,0.804634
271,79,100000,0,256.0,32,26.7,4.87183,0.137603
271,491,100000,0,256.0,32,27.72,5.00803,0.750751
271,203,100000,0,63.11,26,5.82,4.77878,0.329798
271,259,100000,0,256.0,32,28.56,5.17346,0.356527
271,273,100000,0,138.04,31,10.11,4.80277,0.45418
271,146,100000,0,256.0,31,17.32,5.37197,0.239232
271,85,100000,0,256.0,31,19.7,5.19584,0.10729
271,484,100000,0,256.0,32,20.95,4.98784,0.750751
271,294,100000,0,256.0,32,29.11,5.22682,0.442425
271,207,100000,0,118.92,28,10.37,4.89492,0.326125
271,470,100000,0,127.52,32,8.0,5.32016,0.752123
271,60,100000,0,256.0,32,26.8,5.04186,0.0618321
271,608,100000,0,48.23,31,12.35,4.77327,0.936688
271,554,100000,0,248.67,32,25.75,5.28898,0.810936
271,209,100000,0,143.76,32,11.17,4.74732,0.315448
271,34,100000,0,15.68,1,1.0,-0,0.053097
271,469,100000,0,110.6,32,7.0,5.29673,0.752123
271,446,100000,0,256.0,31,17.21,5.3336,0.675254
271,532,100000,0,66.91,32,4.0,5.33519,0.832535
271,125,100000,0,256.0,32,26.25,4.90997,0.173434
271,112,100000,0,256.0,32,23.47,5.37492,0.181255
271,584,100000,0,128.64,31,22.09,4.89769,0.86576
271,246,100000,0,256.0,32,17.1,5.19858,0.390112
271,148,100000,0,256.0,32,16.0,5.04989,0.22775
271,380,100000,0,256.0,32,16.61,5.28109,0.599638
271,304,100000,0,95.75,26,8.62,4.90426,0.479481
271,576,100000,0,122.02,32,14.25,5.18624,0.864453
271,281,100000,0,256.0,32,17.0,4.6554,0.43588
271,274,100000,0,113.65,32,10.36,4.89532,0.413647
271,614,100000,0,43.08,32,16.82,4.93009,0.936688
271,130,100000,0,256.0,32,30.08,5.09171,0.188121
271,187,100000,0,256.0,30,21.99,5.41158,0.284985
271,115,100000,0,256.0,32,16.58,5.41857,0.184388
271,417,100000,0,256.0,32,21.58,5.22733,0.650193
271,613,100000,0,43.01,32,16.67,4.86373,0.936688
271,70,100000,0,62.16,5,4.81,3.55887,0.150894
271,303,100000,0,95.84,26,8.55,4.89336,0.479481
271,510,100000,0,256.0,31,17.36,5.33097,0.772009
271,302,100000,0,62.44,25,6.58,4.74523,0.485363
271,267,100000,0,48.04,3,3.0,1.58532,0.412519
271,160,100000,0,256.0,32,28.53,5.10713,0.215903
271,47,100000,0,231.9,32,17.98,5.28402,0.0976039
271,9,100000,0,113.12,32,10.21,4.64617,0.0484289
271,377,100000,0,256.0,32,16.0,5.33616,0.587011
271,434,100000,0,57.51,21,5.0,4.30403,0.68844
271,58,100000,0,256.0,32,24.32,5.38089,0.070961
271,212,100000,0,235.46,32,23.18,5.16352,0.351707
271,46,100000,0,256.0,32,23.89,5.40785,0.0914586
271,562,100000,0,14.95,32,1.0,5.33519,0.882189
